Lap,Driver,Position,MCTS_Call,Confidence_Delta_Sec,Was_Computed,Total_Lap_Exec_Time
6,BOT,14,STAY OUT (TIRES FRESH),3.21,Yes,0.32
6,ALO,15,STAY OUT (TIRES FRESH),14.84,Yes,0.32
6,STR,16,STAY OUT (TIRES FRESH),14.75,Yes,0.32
6,PER,17,STAY OUT (TIRES FRESH),3.09,Yes,0.32
6,HAD,18,STAY OUT (TIRES FRESH),16.57,Yes,0.32
7,ANT,1,STAY OUT (TIRES FRESH),3.71,No,0.28
7,RUS,2,STAY OUT (TIRES FRESH),2.7,Yes,0.28
7,HAM,3,STAY OUT (TIRES FRESH),4.07,Yes,0.28
7,LEC,4,STAY OUT (TIRES FRESH),2.9,Yes,0.28
7,GAS,5,STAY OUT (TIRES FRESH),2.38,Yes,0.28
7,COL,6,STAY OUT (TIRES FRESH),14.21,Yes,0.28
7,OCO,7,STAY OUT (TIRES FRESH),14.09,Yes,0.28
7,LAW,8,STAY OUT (TIRES FRESH),2.63,Yes,0.28
7,LIN,9,STAY OUT (TIRES FRESH),14.07,Yes,0.28
7,VER,10,STAY OUT (TIRES FRESH),13.32,Yes,0.28
7,BEA,11,STAY OUT (TIRES FRESH),2.62,Yes,0.28
7,HUL,12,STAY OUT (TIRES FRESH),14.16,Yes,0.28
7,SAI,13,STAY OUT (TIRES FRESH),2.57,Yes,0.28
7,BOT,14,STAY OUT (TIRES FRESH),2.37,Yes,0.28
7,ALO,15,STAY OUT (TIRES FRESH),14.14,Yes,0.28
7,STR,16,STAY OUT (TIRES FRESH),14.46,Yes,0.28
7,PER,17,STAY OUT (TIRES FRESH),2.3,Yes,0.28
7,HAD,18,STAY OUT (TIRES FRESH),15.26,Yes,0.28
8,ANT,1,STAY OUT (TIRES FRESH),3.71,No,0.19
8,RUS,2,STAY OUT (TIRES FRESH),1.84,Yes,0.19
8,HAM,3,STAY OUT (TIRES FRESH),4.14,Yes,0.19
8,LEC,4,STAY OUT (TIRES FRESH),2.84,Yes,0.19
8,GAS,5,STAY OUT (TIRES FRESH),1.7,Yes,0.19
8,COL,6,STAY OUT (TIRES FRESH),13.07,Yes,0.19
8,OCO,7,STAY OUT (TIRES FRESH),13.17,Yes,0.19
8,LAW,8,STAY OUT (TIRES FRESH),1.75,Yes,0.19
8,LIN,9,STAY OUT (TIRES FRESH),13.06,Yes,0.19
8,VER,10,STAY OUT (TIRES FRESH),13.32,No,0.19
8,BEA,11,STAY OUT (TIRES FRESH),1.65,Yes,0.19
8,HUL,12,STAY OUT (TIRES FRESH),13.08,Yes,0.19
8,SAI,13,STAY OUT (TIRES FRESH),1.82,Yes,0.19
8,BOT,14,STAY OUT (TIRES FRESH),1.69,Yes,0.19
8,ALO,15,STAY OUT (TIRES FRESH),14.14,No,0.19
8,STR,16,STAY OUT (TIRES FRESH),14.46,No,0.19
8,PER,17,STAY OUT (TIRES FRESH),1.68,Yes,0.19
8,HAD,18,STAY OUT (TIRES FRESH),14.54,Yes,0.19
9,ANT,1,PIT → HARD,8.67,Yes,0.31
9,RUS,2,PIT → HARD,9.11,Yes,0.31
9,HAM,3,PIT → HARD,8.38,Yes,0.31
9,LEC,4,PIT → HARD,9.01,Yes,0.31
9,GAS,5,PIT → HARD,9.08,Yes,0.31
9,COL,6,STAY OUT (TIRES FRESH),1.88,Yes,0.31
9,OCO,7,STAY OUT (TIRES FRESH),2.0,Yes,0.31
9,LIN,8,STAY OUT (TIRES FRESH),1.85,Yes,0.31
9,BEA,9,PIT → HARD,9.14,Yes,0.31
9,HUL,10,STAY OUT (TIRES FRESH),1.94,Yes,0.31
9,LAW,11,PIT → HARD,9.04,Yes,0.31
9,VER,12,STAY OUT (TIRES FRESH),2.6,Yes,0.31
9,SAI,13,PIT → HARD,9.1,Yes,0.31
9,BOT,14,PIT → HARD,9.07,Yes,0.31
9,ALO,15,STAY OUT (TIRES FRESH),2.28,Yes,0.31
9,STR,16,STAY OUT (TIRES FRESH),1.9,Yes,0.31
9,PER,17,PIT → HARD,9.02,Yes,0.31
9,HAD,18,STAY OUT (TIRES FRESH),3.08,Yes,0.31
10,ANT,1,PIT → HARD,12.16,Yes,0.29
10,RUS,2,PIT → HARD,12.46,Yes,0.29
10,HAM,3,PIT → HARD,11.63,Yes,0.29
10,LEC,4,PIT → HARD,12.61,Yes,0.29
10,GAS,5,PIT → HARD,12.33,Yes,0.29
10,COL,6,PIT → HARD,1.82,Yes,0.29
10,OCO,7,PIT → HARD,1.81,Yes,0.29
10,LIN,8,PIT → HARD,1.91,Yes,0.29
10,HUL,9,PIT → HARD,1.78,Yes,0.29
10,BEA,10,PIT → HARD,12.38,Yes,0.29
10,ALO,11,PIT → HARD,1.59,Yes,0.29
10,BOT,12,PIT → HARD,12.32,Yes,0.29
10,PER,13,PIT → HARD,12.5,Yes,0.29
10,LAW,14,STAY OUT (TIRES FRESH),17.76,Yes,0.29
10,VER,15,STAY OUT (TIRES FRESH),18.29,Yes,0.29
10,SAI,16,STAY OUT (TIRES FRESH),18.0,Yes,0.29
10,HAD,17,PIT → HARD,0.45,Yes,0.29
10,STR,18,PIT → HARD,2.04,Yes,0.29
11,ANT,1,STAY OUT (TIRES FRESH),18.75,Yes,0.24
11,COL,2,PIT → HARD,4.98,Yes,0.24
11,OCO,3,PIT → HARD,4.86,Yes,0.24
11,RUS,4,STAY OUT (TIRES FRESH),18.58,Yes,0.24
11,HAM,5,STAY OUT (TIRES FRESH),18.74,Yes,0.24
11,LIN,6,PIT → HARD,4.96,Yes,0.24
11,LEC,7,STAY OUT (TIRES FRESH),18.67,Yes,0.24
11,HUL,8,PIT → HARD,4.82,Yes,0.24
11,GAS,9,STAY OUT (TIRES FRESH),18.47,Yes,0.24
11,BEA,10,STAY OUT (TIRES FRESH),18.51,Yes,0.24
11,ALO,11,PIT → HARD,4.98,Yes,0.24
11,PER,12,PIT → HARD,15.23,Yes,0.24
11,LAW,13,STAY OUT (TIRES FRESH),14.17,Yes,0.24
11,VER,14,STAY OUT (TIRES FRESH),15.13,Yes,0.24
11,SAI,15,STAY OUT (TIRES FRESH),14.45,Yes,0.24
11,BOT,16,STAY OUT (TIRES FRESH),18.53,Yes,0.24
11,HAD,17,STAY OUT (TIRES FRESH),18.63,Yes,0.24
12,ANT,1,STAY OUT (TIRES FRESH),18.75,No,0.2
12,COL,2,PIT → HARD,4.98,No,0.2
12,OCO,3,PIT → HARD,7.15,Yes,0.2
12,RUS,4,STAY OUT (TIRES FRESH),15.82,Yes,0.2
12,HAM,5,STAY OUT (TIRES FRESH),16.05,Yes,0.2
12,LIN,6,PIT → HARD,7.27,Yes,0.2
12,LEC,7,STAY OUT (TIRES FRESH),15.77,Yes,0.2
12,HUL,8,PIT → HARD,7.37,Yes,0.2
12,GAS,9,STAY OUT (TIRES FRESH),15.88,Yes,0.2
12,BEA,10,STAY OUT (TIRES FRESH),15.66,Yes,0.2
12,ALO,11,PIT → HARD,7.25,Yes,0.2
12,LAW,12,STAY OUT (TIRES FRESH),11.83,Yes,0.2
12,VER,13,STAY OUT (TIRES FRESH),12.37,Yes,0.2
12,SAI,14,STAY OUT (TIRES FRESH),11.77,Yes,0.2
12,BOT,15,STAY OUT (TIRES FRESH),15.81,Yes,0.2
12,PER,16,STAY OUT (TIRES FRESH),18.87,Yes,0.2
12,HAD,17,STAY OUT (TIRES FRESH),15.26,Yes,0.2
13,ANT,1,STAY OUT (TIRES FRESH),18.75,No,0.23
13,COL,2,PIT → HARD,9.13,Yes,0.23
13,OCO,3,PIT → HARD,9.04,Yes,0.23
13,RUS,4,STAY OUT (TIRES FRESH),13.53,Yes,0.23
13,HAM,5,STAY OUT (TIRES FRESH),13.96,Yes,0.23
13,LIN,6,PIT → HARD,9.15,Yes,0.23
13,LEC,7,STAY OUT (TIRES FRESH),13.51,Yes,0.23
13,HUL,8,PIT → HARD,9.15,Yes,0.23
13,GAS,9,STAY OUT (TIRES FRESH),13.55,Yes,0.23
13,BEA,10,STAY OUT (TIRES FRESH),13.6,Yes,0.23
13,ALO,11,PIT → HARD,9.14,Yes,0.23
13,LAW,12,STAY OUT (TIRES FRESH),9.55,Yes,0.23
13,VER,13,STAY OUT (TIRES FRESH),10.02,Yes,0.23
13,SAI,14,STAY OUT (TIRES FRESH),9.59,Yes,0.23
13,BOT,15,STAY OUT (TIRES FRESH),13.68,Yes,0.23
13,PER,16,STAY OUT (TIRES FRESH),16.39,Yes,0.23
13,HAD,17,STAY OUT (TIRES FRESH),13.39,Yes,0.23
14,ANT,1,STAY OUT (TIRES FRESH),12.07,Yes,0.22
14,COL,2,PIT → HARD,10.44,Yes,0.22
14,HAM,3,STAY OUT (TIRES FRESH),12.39,Yes,0.22
14,OCO,4,PIT → HARD,10.48,Yes,0.22
14,RUS,5,STAY OUT (TIRES FRESH),11.64,Yes,0.22
14,LEC,6,STAY OUT (TIRES FRESH),11.82,Yes,0.22
14,LIN,7,PIT → HARD,10.6,Yes,0.22
14,BEA,8,STAY OUT (TIRES FRESH),11.58,Yes,0.22
14,HUL,9,PIT → HARD,10.73,Yes,0.22
14,GAS,10,STAY OUT (TIRES FRESH),11.66,Yes,0.22
14,VER,11,STAY OUT (TIRES FRESH),8.49,Yes,0.22
14,LAW,12,STAY OUT (TIRES FRESH),7.78,Yes,0.22
14,SAI,13,STAY OUT (TIRES FRESH),7.76,Yes,0.22
14,HAD,14,STAY OUT (TIRES FRESH),11.85,Yes,0.22
14,BOT,15,STAY OUT (TIRES FRESH),11.54,Yes,0.22
14,ALO,16,PIT → HARD,10.59,Yes,0.22
14,PER,17,STAY OUT (TIRES FRESH),15.22,Yes,0.22
15,ANT,1,STAY OUT (TIRES FRESH),10.67,Yes,0.18
15,HAM,2,STAY OUT (TIRES FRESH),10.78,Yes,0.18
15,COL,3,PIT → HARD,11.7,Yes,0.18
15,LEC,4,STAY OUT (TIRES FRESH),10.3,Yes,0.18
15,OCO,5,PIT → HARD,11.74,Yes,0.18
15,RUS,6,STAY OUT (TIRES FRESH),10.21,Yes,0.18
15,LIN,7,PIT → HARD,11.66,Yes,0.18
15,BEA,8,STAY OUT (TIRES FRESH),10.13,Yes,0.18
15,HUL,9,PIT → HARD,11.58,Yes,0.18
15,GAS,10,STAY OUT (TIRES FRESH),10.14,Yes,0.18
15,VER,11,STAY OUT (TIRES FRESH),7.49,Yes,0.18
15,LAW,12,STAY OUT (TIRES FRESH),7.78,No,0.18
15,SAI,13,STAY OUT (TIRES FRESH),7.76,No,0.18
15,HAD,14,STAY OUT (TIRES FRESH),10.02,Yes,0.18
15,BOT,15,STAY OUT (TIRES FRESH),10.28,Yes,0.18
15,PER,16,STAY OUT (TIRES FRESH),13.42,Yes,0.18
15,ALO,17,PIT → HARD,11.25,Yes,0.18
16,ANT,1,STAY OUT (TIRES FRESH),9.27,Yes,0.22
16,HAM,2,STAY OUT (TIRES FRESH),9.46,Yes,0.22
16,LEC,3,STAY OUT (TIRES FRESH),9.06,Yes,0.22
16,RUS,4,STAY OUT (TIRES FRESH),8.8,Yes,0.22
16,COL,5,PIT → HARD,12.57,Yes,0.22
16,OCO,6,PIT → HARD,12.8,Yes,0.22
16,BEA,7,STAY OUT (TIRES FRESH),8.82,Yes,0.22
16,LIN,8,PIT → HARD,12.7,Yes,0.22
16,GAS,9,STAY OUT (TIRES FRESH),8.73,Yes,0.22
16,HUL,10,PIT → HARD,12.84,Yes,0.22
16,VER,11,STAY OUT (TIRES FRESH),5.87,Yes,0.22
16,LAW,12,STAY OUT (TIRES FRESH),4.99,Yes,0.22
16,SAI,13,STAY OUT (TIRES FRESH),4.8,Yes,0.22
16,HAD,14,STAY OUT (TIRES FRESH),8.93,Yes,0.22
16,BOT,15,STAY OUT (TIRES FRESH),10.28,No,0.22
16,PER,16,STAY OUT (TIRES FRESH),12.12,Yes,0.22
16,ALO,17,PIT → HARD,12.64,Yes,0.22
17,ANT,1,STAY OUT (TIRES FRESH),9.27,No,0.19
17,HAM,2,STAY OUT (TIRES FRESH),8.4,Yes,0.19
17,LEC,3,STAY OUT (TIRES FRESH),7.63,Yes,0.19
17,RUS,4,STAY OUT (TIRES FRESH),7.43,Yes,0.19
17,COL,5,PIT → HARD,13.69,Yes,0.19
17,OCO,6,PIT → HARD,12.8,No,0.19
17,BEA,7,STAY OUT (TIRES FRESH),7.29,Yes,0.19
17,GAS,8,STAY OUT (TIRES FRESH),7.4,Yes,0.19
17,LIN,9,PIT → HARD,13.57,Yes,0.19
17,VER,10,STAY OUT (TIRES FRESH),4.73,Yes,0.19
17,HUL,11,PIT → HARD,13.63,Yes,0.19
17,LAW,12,STAY OUT (TIRES FRESH),3.44,Yes,0.19
17,SAI,13,STAY OUT (TIRES FRESH),4.8,No,0.19
17,HAD,14,STAY OUT (TIRES FRESH),7.32,Yes,0.19
17,BOT,15,STAY OUT (TIRES FRESH),7.2,Yes,0.19
17,ALO,16,PIT → HARD,13.4,Yes,0.19
17,PER,17,STAY OUT (TIRES FRESH),10.67,Yes,0.19
18,ANT,1,STAY OUT (TIRES FRESH),6.73,Yes,0.21
18,HAM,2,STAY OUT (TIRES FRESH),7.17,Yes,0.21
18,LEC,3,STAY OUT (TIRES FRESH),6.44,Yes,0.21
18,RUS,4,STAY OUT (TIRES FRESH),6.15,Yes,0.21
18,COL,5,PIT → HARD,14.5,Yes,0.21
18,OCO,6,PIT → HARD,14.69,Yes,0.21
18,BEA,7,STAY OUT (TIRES FRESH),6.04,Yes,0.21
18,GAS,8,STAY OUT (TIRES FRESH),6.16,Yes,0.21
18,VER,9,STAY OUT (TIRES FRESH),3.64,Yes,0.21
18,LIN,10,PIT → HARD,14.56,Yes,0.21
18,HUL,11,PIT → HARD,14.54,Yes,0.21
18,LAW,12,STAY OUT (TIRES FRESH),2.45,Yes,0.21
18,SAI,13,STAY OUT (TIRES FRESH),4.8,No,0.21
18,HAD,14,STAY OUT (TIRES FRESH),5.93,Yes,0.21
18,BOT,15,STAY OUT (TIRES FRESH),6.24,Yes,0.21
18,PER,16,STAY OUT (TIRES FRESH),9.51,Yes,0.21
18,ALO,17,PIT → HARD,14.45,Yes,0.21
19,ANT,1,STAY OUT (TIRES FRESH),5.59,Yes,0.22
19,HAM,2,STAY OUT (TIRES FRESH),6.11,Yes,0.22
19,LEC,3,STAY OUT (TIRES FRESH),5.29,Yes,0.22
19,RUS,4,STAY OUT (TIRES FRESH),5.02,Yes,0.22
19,COL,5,PIT → HARD,15.29,Yes,0.22
19,BEA,6,STAY OUT (TIRES FRESH),4.9,Yes,0.22
19,OCO,7,PIT → HARD,15.33,Yes,0.22
19,GAS,8,STAY OUT (TIRES FRESH),4.93,Yes,0.22
19,VER,9,STAY OUT (TIRES FRESH),2.68,Yes,0.22
19,HUL,10,PIT → HARD,15.18,Yes,0.22
19,LIN,11,PIT → HARD,15.31,Yes,0.22
19,LAW,12,STAY OUT (TIRES FRESH),2.45,No,0.22
19,SAI,13,STAY OUT (TIRES FRESH),1.35,Yes,0.22
19,HAD,14,STAY OUT (TIRES FRESH),4.99,Yes,0.22
19,BOT,15,STAY OUT (TIRES FRESH),4.84,Yes,0.22
19,PER,16,STAY OUT (TIRES FRESH),8.07,Yes,0.22
19,ALO,17,PIT → HARD,15.13,Yes,0.22
20,ANT,1,STAY OUT (TIRES FRESH),4.51,Yes,0.21
20,HAM,2,STAY OUT (TIRES FRESH),4.89,Yes,0.21
20,LEC,3,STAY OUT (TIRES FRESH),4.09,Yes,0.21
20,RUS,4,STAY OUT (TIRES FRESH),3.68,Yes,0.21
20,BEA,5,STAY OUT (TIRES FRESH),3.83,Yes,0.21
20,COL,6,PIT → HARD,16.04,Yes,0.21
20,OCO,7,PIT → HARD,16.08,Yes,0.21
20,VER,8,STAY OUT (TIRES FRESH),1.7,Yes,0.21
20,GAS,9,STAY OUT (TIRES FRESH),3.77,Yes,0.21
20,HUL,10,PIT → HARD,15.99,Yes,0.21
20,LIN,11,PIT → HARD,16.1,Yes,0.21
20,LAW,12,STAY OUT (TIRES FRESH),0.17,Yes,0.21
20,SAI,13,STAY OUT (TIRES FRESH),0.01,Yes,0.21
20,HAD,14,STAY OUT (TIRES FRESH),3.74,Yes,0.21
20,BOT,15,STAY OUT (TIRES FRESH),3.8,Yes,0.21
20,PER,16,STAY OUT (TIRES FRESH),7.08,Yes,0.21
20,ALO,17,PIT → HARD,15.13,No,0.21
21,ANT,1,STAY OUT (TIRES FRESH),4.51,No,0.2
21,HAM,2,STAY OUT (TIRES FRESH),4.07,Yes,0.2
21,LEC,3,STAY OUT (TIRES FRESH),3.12,Yes,0.2
21,RUS,4,STAY OUT (TIRES FRESH),2.77,Yes,0.2
21,BEA,5,STAY OUT (TIRES FRESH),2.81,Yes,0.2
21,COL,6,PIT → HARD,16.64,Yes,0.2
21,VER,7,STAY OUT (TIRES FRESH),0.71,Yes,0.2
21,OCO,8,PIT → HARD,16.5,Yes,0.2
21,GAS,9,STAY OUT (TIRES FRESH),2.77,Yes,0.2
21,HUL,10,PIT → HARD,16.64,Yes,0.2
21,LAW,11,PIT → HARD,1.01,Yes,0.2
21,LIN,12,PIT → HARD,16.58,Yes,0.2
21,SAI,13,STAY OUT (TIRES FRESH),0.01,No,0.2
21,HAD,14,STAY OUT (TIRES FRESH),2.81,Yes,0.2
21,BOT,15,STAY OUT (TIRES FRESH),2.89,Yes,0.2
21,PER,16,STAY OUT (TIRES FRESH),5.77,Yes,0.2
21,ALO,17,PIT → HARD,16.73,Yes,0.2
22,ANT,1,STAY OUT (TIRES FRESH),2.58,Yes,0.19
22,HAM,2,STAY OUT (TIRES FRESH),3.14,Yes,0.19
22,LEC,3,STAY OUT (TIRES FRESH),2.09,Yes,0.19
22,RUS,4,STAY OUT (TIRES FRESH),1.71,Yes,0.19
22,BEA,5,STAY OUT (TIRES FRESH),1.97,Yes,0.19
22,VER,6,STAY OUT (TIRES FRESH),0.02,Yes,0.19
22,COL,7,PIT → HARD,17.2,Yes,0.19
22,OCO,8,PIT → HARD,17.3,Yes,0.19
22,HUL,9,PIT → HARD,17.32,Yes,0.19
22,GAS,10,STAY OUT (TIRES FRESH),1.7,Yes,0.19
22,LAW,11,PIT → HARD,1.59,Yes,0.19
22,LIN,12,PIT → HARD,17.24,Yes,0.19
22,HAD,13,STAY OUT (TIRES FRESH),1.82,Yes,0.19
22,SAI,14,PIT → HARD,1.71,Yes,0.19
22,BOT,15,STAY OUT (TIRES FRESH),1.82,Yes,0.19
22,PER,16,STAY OUT (TIRES FRESH),4.94,Yes,0.19
22,ALO,17,PIT → HARD,17.24,Yes,0.19
23,ANT,1,STAY OUT (TIRES FRESH),1.75,Yes,0.17
23,HAM,2,STAY OUT (TIRES FRESH),2.39,Yes,0.17
23,LEC,3,STAY OUT (TIRES FRESH),1.15,Yes,0.17
23,RUS,4,STAY OUT (TIRES FRESH),0.97,Yes,0.17
23,BEA,5,STAY OUT (TIRES FRESH),0.88,Yes,0.17
23,VER,6,PIT → HARD,0.82,Yes,0.17
23,COL,7,PIT → HARD,17.65,Yes,0.17
23,OCO,8,PIT → HARD,17.58,Yes,0.17
23,GAS,9,STAY OUT (TIRES FRESH),0.89,Yes,0.17
23,HUL,10,PIT → HARD,17.67,Yes,0.17
23,LAW,11,PIT → HARD,2.64,Yes,0.17
23,LIN,12,PIT → HARD,17.24,No,0.17
23,HAD,13,STAY OUT (TIRES FRESH),1.06,Yes,0.17
23,SAI,14,PIT → HARD,2.45,Yes,0.17
23,BOT,15,STAY OUT (TIRES FRESH),0.73,Yes,0.17
23,PER,16,STAY OUT (TIRES FRESH),3.89,Yes,0.17
23,ALO,17,PIT → HARD,17.24,No,0.17
24,ANT,1,STAY OUT (TIRES FRESH),1.0,Yes,0.17
24,LEC,2,STAY OUT (TIRES FRESH),0.49,Yes,0.17
24,HAM,3,STAY OUT (TIRES FRESH),1.61,Yes,0.17
24,RUS,4,STAY OUT (TIRES FRESH),0.08,Yes,0.17
24,BEA,5,STAY OUT (TIRES FRESH),0.16,Yes,0.17
24,VER,6,PIT → HARD,1.37,Yes,0.17
24,COL,7,PIT → HARD,18.15,Yes,0.17
24,OCO,8,PIT → HARD,18.04,Yes,0.17
24,GAS,9,STAY OUT (TIRES FRESH),0.08,Yes,0.17
24,HUL,10,PIT → HARD,18.04,Yes,0.17
24,LAW,11,PIT → HARD,3.57,Yes,0.17
24,LIN,12,PIT → HARD,18.28,Yes,0.17
24,HAD,13,STAY OUT (TIRES FRESH),1.06,No,0.17
24,SAI,14,PIT → HARD,3.37,Yes,0.17
24,BOT,15,STAY OUT (TIRES FRESH),0.12,Yes,0.17
24,PER,16,STAY OUT (TIRES FRESH),3.89,No,0.17
24,ALO,17,PIT → HARD,17.24,No,0.17
25,ANT,1,STAY OUT (TIRES FRESH),0.43,Yes,0.22
25,LEC,2,PIT → HARD,0.27,Yes,0.22
25,HAM,3,STAY OUT (TIRES FRESH),0.96,Yes,0.22
25,RUS,4,PIT → HARD,0.64,Yes,0.22
25,BEA,5,PIT → HARD,0.57,Yes,0.22
25,VER,6,PIT → HARD,1.96,Yes,0.22
25,COL,7,PIT → HARD,18.45,Yes,0.22
25,OCO,8,PIT → HARD,18.29,Yes,0.22
25,GAS,9,PIT → HARD,0.72,Yes,0.22
25,HUL,10,PIT → HARD,18.04,No,0.22
25,LAW,11,PIT → HARD,4.09,Yes,0.22
25,HAD,12,PIT → HARD,0.6,Yes,0.22
25,LIN,13,PIT → HARD,18.65,Yes,0.22
25,SAI,14,PIT → HARD,4.06,Yes,0.22
25,BOT,15,PIT → HARD,0.5,Yes,0.22
25,PER,16,STAY OUT (TIRES FRESH),2.22,Yes,0.22
25,ALO,17,PIT → HARD,18.3,Yes,0.22
26,ANT,1,PIT → HARD,0.24,Yes,0.16
26,HAM,2,STAY OUT (Optimal Pit: Lap 31),0.36,Yes,0.16
26,LEC,3,PIT → HARD,0.82,Yes,0.16
26,RUS,4,PIT → HARD,1.29,Yes,0.16
26,BEA,5,PIT → HARD,1.2,Yes,0.16
26,VER,6,PIT → HARD,2.65,Yes,0.16
26,COL,7,PIT → HARD,18.62,Yes,0.16
26,OCO,8,PIT → HARD,18.63,Yes,0.16
26,GAS,9,PIT → HARD,1.2,Yes,0.16
26,HUL,10,PIT → HARD,18.61,Yes,0.16
26,LAW,11,PIT → HARD,4.09,No,0.16
26,HAD,12,PIT → HARD,1.35,Yes,0.16
26,LIN,13,PIT → HARD,18.8,Yes,0.16
26,SAI,14,PIT → HARD,4.6,Yes,0.16
26,BOT,15,PIT → HARD,1.37,Yes,0.16
26,PER,16,STAY OUT (TIRES FRESH),1.56,Yes,0.16
26,ALO,17,PIT → HARD,18.33,Yes,0.16
27,ANT,1,PIT → HARD,0.78,Yes,0.17
27,LEC,2,PIT → HARD,1.45,Yes,0.17
27,RUS,3,PIT → HARD,1.88,Yes,0.17
27,HAM,4,PIT → HARD,0.33,Yes,0.17
27,BEA,5,PIT → HARD,1.82,Yes,0.17
27,VER,6,PIT → HARD,3.01,Yes,0.17
27,COL,7,PIT → HARD,17.47,Yes,0.17
27,OCO,8,PIT → HARD,17.64,Yes,0.17
27,GAS,9,PIT → HARD,1.86,Yes,0.17
27,HUL,10,PIT → HARD,17.65,Yes,0.17
27,LAW,11,PIT → HARD,5.18,Yes,0.17
27,HAD,12,PIT → HARD,1.82,Yes,0.17
27,SAI,13,PIT → HARD,5.45,Yes,0.17
27,LIN,14,PIT → HARD,17.44,Yes,0.17
27,BOT,15,PIT → HARD,1.72,Yes,0.17
27,PER,16,STAY OUT (Optimal Pit: Lap 32),0.95,Yes,0.17
27,ALO,17,PIT → HARD,18.33,No,0.17
28,ANT,1,PIT → HARD,1.28,Yes,0.17
28,LEC,2,PIT → HARD,1.96,Yes,0.17
28,RUS,3,PIT → HARD,2.19,Yes,0.17
28,HAM,4,PIT → HARD,0.63,Yes,0.17
28,BEA,5,PIT → HARD,2.24,Yes,0.17
28,VER,6,PIT → HARD,3.34,Yes,0.17
28,OCO,7,PIT → HARD,16.3,Yes,0.17
28,GAS,8,PIT → HARD,2.15,Yes,0.17
28,COL,9,PIT → HARD,16.15,Yes,0.17
28,HUL,10,PIT → HARD,16.16,Yes,0.17
28,LAW,11,PIT → HARD,5.83,Yes,0.17
28,HAD,12,PIT → HARD,2.13,Yes,0.17
28,SAI,13,PIT → HARD,5.51,Yes,0.17
28,LIN,14,PIT → HARD,16.27,Yes,0.17
28,BOT,15,PIT → HARD,2.38,Yes,0.17
28,PER,16,STAY OUT (Optimal Pit: Lap 33),0.39,Yes,0.17
28,ALO,17,PIT → HARD,18.33,No,0.17
29,ANT,1,PIT → HARD,1.64,Yes,0.15
29,RUS,2,PIT → HARD,2.67,Yes,0.15
29,LEC,3,PIT → HARD,2.37,Yes,0.15
29,HAM,4,PIT → HARD,0.97,Yes,0.15
29,BEA,5,PIT → HARD,2.68,Yes,0.15
29,VER,6,PIT → HARD,3.34,No,0.15
29,GAS,7,PIT → HARD,2.73,Yes,0.15
29,COL,8,PIT → HARD,15.16,Yes,0.15
29,HUL,9,PIT → HARD,15.11,Yes,0.15
29,LAW,10,PIT → HARD,5.98,Yes,0.15
29,HAD,11,PIT → HARD,2.89,Yes,0.15
29,OCO,12,PIT → HARD,15.04,Yes,0.15
29,SAI,13,PIT → HARD,6.09,Yes,0.15
29,LIN,14,PIT → HARD,15.13,Yes,0.15
29,BOT,15,PIT → HARD,2.75,Yes,0.15
29,PER,16,STAY OUT (Optimal Pit: Lap 34),0.08,Yes,0.15
29,ALO,17,PIT → HARD,14.64,Yes,0.15
30,ANT,1,PIT → HARD,2.04,Yes,0.15
30,RUS,2,PIT → HARD,3.16,Yes,0.15
30,LEC,3,PIT → HARD,2.52,Yes,0.15
30,HAM,4,PIT → HARD,1.32,Yes,0.15
30,BEA,5,PIT → HARD,2.99,Yes,0.15
30,VER,6,PIT → HARD,4.01,Yes,0.15
30,GAS,7,PIT → HARD,2.94,Yes,0.15
30,COL,8,PIT → HARD,14.03,Yes,0.15
30,HUL,9,PIT → HARD,14.09,Yes,0.15
30,LAW,10,PIT → HARD,5.98,No,0.15
30,HAD,11,PIT → HARD,3.01,Yes,0.15
30,SAI,12,PIT → HARD,6.33,Yes,0.15
30,LIN,13,PIT → HARD,14.04,Yes,0.15
30,BOT,14,PIT → HARD,2.95,Yes,0.15
30,OCO,15,STAY OUT (TIRES FRESH),5.78,Yes,0.15
30,PER,16,PIT → HARD,0.84,Yes,0.15
30,ALO,17,PIT → HARD,13.83,Yes,0.15
31,ANT,1,PIT → HARD,2.04,No,0.37
31,RUS,2,PIT → HARD,3.26,Yes,0.37
31,LEC,3,PIT → HARD,2.82,Yes,0.37
31,HAM,4,PIT → HARD,1.5,Yes,0.37
31,BEA,5,PIT → HARD,3.22,Yes,0.37
31,VER,6,PIT → HARD,4.01,No,0.37
31,GAS,7,PIT → HARD,3.18,Yes,0.37
31,COL,8,PIT → HARD,13.07,Yes,0.37
31,HUL,9,PIT → HARD,12.95,Yes,0.37
31,LAW,10,PIT → HARD,6.41,Yes,0.37
31,HAD,11,PIT → HARD,3.08,Yes,0.37
31,SAI,12,PIT → HARD,6.48,Yes,0.37
31,LIN,13,PIT → HARD,13.0,Yes,0.37
31,OCO,14,STAY OUT (TIRES FRESH),4.92,Yes,0.37
31,BOT,15,PIT → HARD,3.06,Yes,0.37
31,PER,16,PIT → HARD,0.66,Yes,0.37
31,ALO,17,PIT → HARD,13.2,Yes,0.37
32,ANT,1,PIT → HARD,2.04,No,0.18
32,RUS,2,PIT → HARD,3.41,Yes,0.18
32,LEC,3,PIT → HARD,2.96,Yes,0.18
32,HAM,4,PIT → HARD,1.71,Yes,0.18
32,BEA,5,PIT → HARD,3.44,Yes,0.18
